"rule_id","source","source_document","source_url","authority","standard","ig_versions","rule_type","publisher_id","conformance_rule_origin","cited_guidance","message","description","domains","classes","severity","sensitivity","executability","status","notes"
"SD1086","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0006, 71, 72, 73, 74","Published by CDISC","","Incorrect value for --DY variable","Collection Study Day (--DY) variable value should be populated as defined by CDISC standards: --DY = (date portion of --DTC) - (date portion of RFSTDTC) +1 if --DTC is on or after RFSTDTC; --DY = (date portion of --DTC) - (date portion of RFSTDTC) if --DTC precedes RFSTDTC.","CO, DI, DM, DR, SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1087","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB034","Published by FDA","","Missing --STDY variable, when --STDTC variable is present","Study Day of Start (--STDY) variable should be included into dataset, when Start Study Date/Time (--STDTC) variable is present.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: FDA"
"SD1088","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0220, 71, 72, 73, 74","Published by CDISC","","--STDY variable value is not populated","Study Day of Start (--STDY) variable value should be populated, when Start Study Date (--STDTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1089","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0221, 71, 72, 73, 74","Published by CDISC","","--STDY variable value is imputed","Study Day of Start (--STDY) variable value should be not be imputed. It may be only populated, when both Start Study Date/Time (--STDTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1090","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0220, 71, 72, 73, 74","Published by CDISC","","Incorrect value for --STDY variable","Study Day of Start (--STDY) variable value should be populated as defined by CDISC standards: --STDY = (date portion of --STDTC) - (date portion of RFSTDTC) +1 if --STDTC is on or after RFSTDTC; --STDY = (date portion of --STDTC) - (date portion of RFSTDTC) if --STDTC precedes RFSTDTC.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1091","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB034","Published by FDA","","Missing --ENDY variable, when --ENDTC variable is present","Study Day of End (--ENDY) variable should be included into dataset, when End Study Date/Time (--ENDTC) variable is present.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: FDA"
"SD1092","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0222, 71, 72, 73, 74","Published by CDISC","","--ENDY variable value is not populated","Study Day of End (--ENDY) variable value should be populated, when End Study Date/Time (--ENDTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1093","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0223, 71, 72, 73, 74","Published by CDISC","","--ENDY variable value is imputed","Study Day of End (--ENDY) variable value should not be imputed. It may be only populated, when both End Study Date/Time (--ENDTC) and Subject Reference Start Date/Time (RFSTDTC) variables values are provided, and both of them include complete date part.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1094","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0222, 71, 72, 73, 74","Published by CDISC","","Incorrect value for --ENDY variable","Study Day of End (--ENDY) variable value should be populated as defined by CDISC standards: --ENDY = (date portion of --ENDTC) - (date portion of RFSTDTC) +1 if --ENDTC is on or after RFSTDTC; --ENDY = (date portion of --ENDTC) - (date portion of RFSTDTC) if --ENDTC precedes RFSTDTC.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1095","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0017","Published by CDISC","","Invalid dataset name for split domain","Split datasets must not have name of original domain. E.g., lbhm.xpt is a valid name, when lb.xpt is not a valid dataset name for split domain.","INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1096","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB018","Published by FDA","","High risk of truncated value for --TERM variable","SAS v5 export format has a limitation on variables length up to 200 characters. If collected value was more than 200 characters, then SUPPQUAL dataset should be used to store additional 200+ characters. Variable QNAM should have --TERM1, ---TERM2, etc. values for those records. Value splitting should be performed between words or numbers. See SDTM IG #4.1.5.3.2 for details. This risk-assessment check is triggered based on assumption that if original value was truncated, then the actual data value length is exactly 200 characters.","EVENTS","","","","Reference","Published","Publisher: FDA"
"SD1097","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3","","FDAB001","Published by FDA","","No Treatment Emergent info for Adverse Event","A treatment-emergent flag should be included in SUPPAE according to the FDA business rule that states, 'A treatment-emergent flag should be submitted.'","SUPPAE","","","","Reference","Published","Publisher: FDA"
"SD1098","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0429","Published by CDISC","","Missing --CAT value, when --SCAT value is populated","Value for Category (--CAT) variable should be populated, when value for Subcategory (--SCAT) variable is populated.","INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1099","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0430","Published by CDISC","","Missing --CAT variable, when --SCAT variable is present","Category (--CAT) variable should be included into dataset, when Subcategory (--SCAT) variable is present.","INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1101","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0058","Published by CDISC","","Missing --ENTPT variable, when --ENRTPT variable is present","End Reference Time Point (--ENTPT) variable must be included into the domain, when End Relative to Reference Time Point (--ENRTPT) variable is present.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1102","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0057","Published by CDISC","","Missing --ENRTPT variable, when --ENTPT variable is present","End Relative to Reference Time Point (--ENRTPT) variable must be included into the domain, when End Relative Time Point (--ENTPT) variable is present.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1103","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0062","Published by CDISC","","Missing --STTPT variable, when --STRTPT variable is present","Start Reference Time Point (--STTPT) variable must be included into the domain, when Start Relative to Reference Time Point (--STRTPT) variable is present.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1104","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0060","Published by CDISC","","Missing --STRTPT variable, when --STTPT variable is present","Start Relative to Reference Time Point (--STRTPT) variable must be included into the domain, when Start Relative Time Point (--STTPT) variable is present.","SE, SM, SV, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1105","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2","","CG0073","Published by CDISC","","EPOCH variable is populated, when DSCAT equals 'PROTOCOL MILESTONE'","Epoch (EPOCH) variable value should not be populated, when Category for Disposition Event (DSCAT) variable value equals 'PROTOCOL MILESTONE'.","DS","","","","Reference","Published","Publisher: CDISC"
"SD1106","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3","","FDAB004","Published by FDA","","Missing AE dataset","Adverse Events (AE) dataset should be included in every submission.","AE","","","","Reference","Published","Publisher: FDA"
"SD1107","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3","","FDAB004","Published by FDA","","Missing LB dataset","Lab Test Results (LB) dataset should be included in every submission.","LB","","","","Reference","Published","Publisher: FDA"
"SD1108","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3","","FDAB004","Published by FDA","","Missing VS dataset","Vital Signs (VS) dataset should be included in every submission.","VS","","","","Reference","Published","Publisher: FDA"
"SD1109","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB004, FDAB065","Published by FDA","","Missing EX dataset","Exposure (EX) dataset should be included in every submission.","EX","","","","Reference","Published","Publisher: FDA"
"SD1110","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB004, FDAB065","Published by FDA","","Missing DS dataset","Disposition (DS) dataset should be included in every submission.","DS","","","","Reference","Published","Publisher: FDA"
"SD1111","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB004","Published by FDA","","Missing SE dataset","Subject Elements (SE) dataset should be included in every submission.","SE","","","","Reference","Published","Publisher: FDA"
"SD1112","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB011","Published by FDA","","Missing TA dataset","Trial Arms (TA) dataset should be included in every submission.","TA","","","","Reference","Published","Publisher: FDA"
"SD1113","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB011","Published by FDA","","Missing TE dataset","Trial Elements (TE) dataset should be included in every submission.","TE","","","","Reference","Published","Publisher: FDA"
"SD1114","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG-AR 1.0","","FDAB003","Published by FDA","","Value for --BODSYS not found in MedDRA dictionary","Value for Body System or Organ Class (--BODSYS) variable must be populated using a System Organ Class of the MedDRA dictionary of a version specified in the define.xml (Case-insensitive).","AE, CE, MH","","","","Reference","Published","Publisher: FDA"
"SD1114C","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG-AR 1.0","","FDAB017","Published by FDA","","Value for --BODSYS is in incorrect case","Case for Body System or Organ Class (--BODSYS) variable must follow MedDRA sentence  case and be populated using a System Organ Class of the MedDRA dictionary of a version specified in the define.xml (Case-sensitive).","AE, CE, MH","","","","Reference","Published","Publisher: FDA"
"SD1115","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","eCTD 1734","Published by FDA","","Missing TS dataset","Trial Summary (TS) dataset must be included in every submission.","TS","","","","Reference","Published","Publisher: FDA"
"SD1116","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB018","Published by FDA","","Inconsistent variable length within split datasets","Split datasets should have matching variable lengths for future merges. Datasets should be resized to the maximum length used prior to splitting.","INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: FDA"
"SD1117","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0019, 142, 150, 168, 169, 188, 191, 192, 195, 199, 206, 208, 355, 364, 370","Published by CDISC","","Duplicate records","The structure of Findings class domains should be one record per Finding Result per subject. No Finding Result with the same Test Short Name (--TESTCD) and the same Qualifier variables at the same timepoint for the same Subject (USUBJID) are expected.","FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1118","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB038","Published by FDA","","Neither --STDTC, --DTC nor  --STDY are populated","At least one value of three variables Start Date/Time (--STDTC), Collection Date/Time (--DTC) or Start Study Day (--STDY) should be populated.","DS","","","","Reference","Published","Publisher: FDA"
"SD1119","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0168","Published by CDISC","","Inappropriate usage of variables in CO domain, when comment is a child record of another domain","In the Comments (CO) domain, the following Identifier and Timing variables are Permissible and may be populated as appropriate when comments are not related to other domain records (i.e., RDOMAIN and IDVAR variable values are not populated): COGRPID, COREFID, COSPID, VISIT, VISITNUM, VISITDY, TAETORD, CODY, COTPT, COTPTNUM, COELTM, COTPTREF, CORFTDTC.","CO","","","","Reference","Published","Publisher: CDISC"
"SD1120","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","CG0167, 114","Published by CDISC","","Comments in SUPPQUAL domain","Comments should be stored in Comments (CO) domain, rather than be put into Supplemental Qualifier (SUPP--) domains.","SUPPQUAL","","","","Reference","Published","Publisher: CDISC"
"SD1121","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB005, FDAB086","Published by FDA","","Neither AGE nor AGETXT values are populated","Value for Age (AGE) or Age Range (AGETXT) variables should be populated for all subjects. The only exception for SDTM is for Screen Failures (ARMCD=SCRNFAIL) and Not Assigned (ARMCD=NOTASSGN) subjects, or subjects with ARMCD=null.  There are no exceptions for SEND.","DM","","","","Reference","Published","Publisher: FDA"
"SD1122","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB031","Published by FDA","","Missing value for --STRESN","Standardized Result in Numeric Format (--STRESN) variable value should be populated, when Standardized Result in Character Format (--STRESC) variable value represents a numeric value.","FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: FDA"
"SD1123","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB042","Published by FDA","","--ORRES value is populated, when --STAT is 'NOT DONE'","Value of Original Result (--ORRES) variable is expected to be missing, when observation was not performed (Status (--STAT) is 'NOT DONE').","FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: FDA"
"SD1124","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG 3.0; SENDIG 3.1; SENDIG 3.1.1; SENDIG-AR 1.0; SENDIG-DART 1.1","","FDAB042","Published by FDA","","Missing value for --REASND, when --STAT is 'NOT DONE'","Value of Reason Not Done (--REASND) variable should be populated, when Status (--STAT) variable value is 'NOT DONE'.","INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: FDA"
"SD1125","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG-AR 1.0","","CG0241","Published by CDISC","","Inconsistent value for  --ELTM within --TPT, --TPTREF and/or VISITNUM","All values of Planned Elapsed Time (--ELTM) variable should be the same for a given value of Planned Time Point Name (--TPT) variable, Time Point Reference (--TPTREF) and/or Visit Number (VISITNUM)","CO, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1126","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG-AR 1.0","","CG0240, CG0571, CG0572, CG0573","Published by CDISC","","Inconsistent value for --TPT within --TPTNUM, --TPTREF, VISITNUM","All values of Planned Time Point Name (--TPT) variable should be the same for a given value of Planned Time Point Number (--TPTNUM) variable, Time Point Reference (--TPTREF) variable, and Visit Number (VISITNUM) variable.","CO, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
"SD1127","FDA Validator Rules v1.6 (December 2022)","FDA Study Data Validator Rules v1.6","https://www.fda.gov/industry/study-data-standards-resources/study-data-submission-cder-and-cber","FDA","SDTM","SDTMIG 3.1.2; SDTMIG 3.1.3; SDTMIG 3.2; SDTMIG 3.3; SENDIG-AR 1.0","","CG0240, CG0571, CG0572, CG0573","Published by CDISC","","Inconsistent value for --TPTNUM within --TPT, --TPTREF, VISITNUM","All values of Planned Time Point Number (--TPTNUM) variable should be the same for a given value of Planned Time Point Name (--TPT) variable, Time Point Reference (--TPTREF) variable, and Visit Number (VISITNUM) variable.","CO, INTERVENTIONS, EVENTS, FINDINGS, FINDINGS ABOUT","","","","Reference","Published","Publisher: CDISC"
